Order_ID;Size;Color;Order;Detail_Divan;Buyer_ID;Order_Date;Finish_Date;order_detail/information;Price;;;;;
596;120;Coklat;Tipe3;Permata;1;2019-09-25;2019-10-02;Tipe3 Permata 120 Coklat;1800000;;;;;
597;120;Hitam;Tipe1;Biasa;1;2019-09-25;2019-10-02;Tipe1 Biasa 120 Hitam;700000;;;;;
598;120;Hitam;Tipe1;Biasa;1;2019-09-25;2019-10-02;Tipe1 Biasa 120 Hitam;700000;;;;;
599;140;Coklat;Tipe3;Laci;1;2019-09-25;2019-10-02;Tipe3 Laci 140 Coklat;1500000;;;;;
600;160;Hitam;Tipe2;Laci;1;2019-09-25;2019-10-02;Tipe2 Laci 160 Hitam;1400000;;;;;
601;180;Abu-Abu;Tipe1;Biasa;6;2019-09-27;2019-10-04;Tipe1 Biasa 180 Abu-Abu;700000;;;;;
602;140;Hitam;Tipe4;Biasa;6;2019-09-27;2019-10-04;Tipe4 Biasa 140 Hitam;1300000;;;;;
603;120;Merah;Tipe1;Laci;6;2019-09-27;2019-10-04;Tipe1 Laci 120 Merah;1000000;;;;;
604;160;Hitam;Tipe3;Biasa;6;2019-09-27;2019-10-04;Tipe3 Biasa 160 Hitam;1200000;;;;;
605;160;Pink;Tipe4;Biasa;6;2019-09-27;2019-10-04;Tipe4 Biasa 160 Pink;1300000;;;;;
606;160;Pink;Tipe2;Biasa;6;2019-09-27;2019-10-04;Tipe2 Biasa 160 Pink;1100000;;;;;
607;160;Hitam;Tipe4;Biasa;1;2019-09-29;2019-10-06;Tipe4 Biasa 160 Hitam;1300000;;;;;
608;160;Hitam;Tipe3;Biasa;1;2019-09-29;2019-10-06;Tipe3 Biasa 160 Hitam;1200000;;;;;
609;140;Merah;Tipe3;Laci;1;2019-09-29;2019-10-06;Tipe3 Laci 140 Merah;1500000;;;;;
610;160;Hitam;Tipe1;Biasa;1;2019-09-29;2019-10-06;Tipe1 Biasa 160 Hitam;700000;;;;;
611;140;Pink;Tipe3;Permata;1;2019-09-29;2019-10-06;Tipe3 Permata 140 Pink;1800000;;;;;
612;160;Coklat;Tipe2;Biasa;1;2019-09-29;2019-10-06;Tipe2 Biasa 160 Coklat;1100000;;;;;
613;160;Hitam;Tipe4;Permata;1;2019-09-29;2019-10-06;Tipe4 Permata 160 Hitam;1900000;;;;;
614;120;Pink;Tipe1;Biasa;1;2019-09-29;2019-10-06;Tipe1 Biasa 120 Pink;700000;;;;;
615;120;Coklat;Tipe1;Biasa;1;2019-09-29;2019-10-06;Tipe1 Biasa 120 Coklat;700000;;;;;
616;180;Abu-Abu;Tipe4;Biasa;1;2019-09-29;2019-10-06;Tipe4 Biasa 180 Abu-Abu;1300000;;;;;
617;160;Abu-Abu;Tipe1;Laci;1;2019-09-29;2019-10-06;Tipe1 Laci 160 Abu-Abu;1000000;;;;;
618;140;Coklat;Tipe1;Laci;1;2019-09-29;2019-10-06;Tipe1 Laci 140 Coklat;1000000;;;;;
619;120;Abu-Abu;Tipe2;Biasa;1;2019-09-29;2019-10-06;Tipe2 Biasa 120 Abu-Abu;1100000;;;;;
620;120;Abu-Abu;Tipe1;Laci;1;2019-09-29;2019-10-06;Tipe1 Laci 120 Abu-Abu;1000000;;;;;
621;160;Merah;Tipe3;Laci;1;2019-09-29;2019-10-06;Tipe3 Laci 160 Merah;1500000;;;;;
622;120;Abu-Abu;Tipe1;Biasa;1;2019-09-29;2019-10-06;Tipe1 Biasa 120 Abu-Abu;700000;;;;;
623;160;Abu-Abu;Tipe2;Biasa;1;2019-09-29;2019-10-06;Tipe2 Biasa 160 Abu-Abu;1100000;;;;;
624;160;Hitam;Tipe4;Biasa;1;2019-10-02;2019-10-09;Tipe4 Biasa 160 Hitam;1300000;;;;;
625;160;Hitam;Tipe1;Biasa;1;2019-10-02;2019-10-09;Tipe1 Biasa 160 Hitam;700000;;;;;
626;180;Hitam;Tipe2;Biasa;1;2019-10-02;2019-10-09;Tipe2 Biasa 180 Hitam;1100000;;;;;
627;160;Pink;Tipe2;Biasa;1;2019-10-02;2019-10-09;Tipe2 Biasa 160 Pink;1100000;;;;;
628;160;Merah;Tipe1;Biasa;1;2019-10-02;2019-10-09;Tipe1 Biasa 160 Merah;700000;;;;;
629;140;Abu-Abu;Tipe4;Biasa;1;2019-10-02;2019-10-09;Tipe4 Biasa 140 Abu-Abu;1300000;;;;;
630;140;Merah;Tipe1;Biasa;1;2019-10-02;2019-10-09;Tipe1 Biasa 140 Merah;700000;;;;;
631;160;Merah;Tipe1;Biasa;1;2019-10-02;2019-10-09;Tipe1 Biasa 160 Merah;700000;;;;;
632;160;Hitam;Tipe1;Laci;1;2019-10-02;2019-10-09;Tipe1 Laci 160 Hitam;1000000;;;;;
633;160;Hitam;Tipe1;Biasa;1;2019-10-02;2019-10-09;Tipe1 Biasa 160 Hitam;700000;;;;;
634;120;Abu-Abu;Tipe2;Laci;1;2019-10-02;2019-10-09;Tipe2 Laci 120 Abu-Abu;1400000;;;;;
635;140;Abu-Abu;Tipe2;Biasa;1;2019-10-02;2019-10-09;Tipe2 Biasa 140 Abu-Abu;1100000;;;;;
636;140;Abu-Abu;Tipe1;Biasa;1;2019-10-02;2019-10-09;Tipe1 Biasa 140 Abu-Abu;700000;;;;;
637;180;Hitam;Tipe3;Biasa;1;2019-10-02;2019-10-09;Tipe3 Biasa 180 Hitam;1200000;;;;;
638;120;Abu-Abu;Tipe2;Laci;1;2019-10-02;2019-10-09;Tipe2 Laci 120 Abu-Abu;1400000;;;;;
639;160;Merah;Tipe3;Biasa;6;2019-10-05;2019-10-12;Tipe3 Biasa 160 Merah;1200000;;;;;
640;180;Hitam;Tipe1;Laci;6;2019-10-05;2019-10-12;Tipe1 Laci 180 Hitam;1000000;;;;;
641;140;Hitam;Tipe4;Biasa;6;2019-10-05;2019-10-12;Tipe4 Biasa 140 Hitam;1300000;;;;;
642;160;Hitam;Tipe1;Biasa;6;2019-10-05;2019-10-12;Tipe1 Biasa 160 Hitam;700000;;;;;
643;180;Coklat;Tipe1;Biasa;6;2019-10-05;2019-10-12;Tipe1 Biasa 180 Coklat;700000;;;;;
644;160;Hitam;Tipe2;Biasa;3;2019-10-07;2019-10-14;Tipe2 Biasa 160 Hitam;1100000;;;;;
645;160;Coklat;Tipe3;Biasa;3;2019-10-07;2019-10-14;Tipe3 Biasa 160 Coklat;1200000;;;;;
646;160;Hitam;Tipe2;Biasa;3;2019-10-07;2019-10-14;Tipe2 Biasa 160 Hitam;1100000;;;;;
647;140;Merah;Tipe1;Laci;3;2019-10-07;2019-10-14;Tipe1 Laci 140 Merah;1000000;;;;;
648;160;Hitam;Tipe1;Biasa;3;2019-10-07;2019-10-14;Tipe1 Biasa 160 Hitam;700000;;;;;
649;160;Coklat;Tipe2;Biasa;3;2019-10-07;2019-10-14;Tipe2 Biasa 160 Coklat;1100000;;;;;
650;160;Hitam;Tipe3;Biasa;3;2019-10-07;2019-10-14;Tipe3 Biasa 160 Hitam;1200000;;;;;
651;160;Coklat;Tipe4;Biasa;3;2019-10-07;2019-10-14;Tipe4 Biasa 160 Coklat;1300000;;;;;
652;180;Abu-Abu;Tipe3;Biasa;3;2019-10-07;2019-10-14;Tipe3 Biasa 180 Abu-Abu;1200000;;;;;
653;120;Hitam;Tipe1;Biasa;3;2019-10-07;2019-10-14;Tipe1 Biasa 120 Hitam;700000;;;;;
654;160;Hitam;Tipe1;Biasa;3;2019-10-07;2019-10-14;Tipe1 Biasa 160 Hitam;700000;;;;;
655;160;Hitam;Tipe3;Biasa;3;2019-10-09;2019-10-16;Tipe3 Biasa 160 Hitam;1200000;;;;;
656;160;Pink;Tipe1;Biasa;3;2019-10-09;2019-10-16;Tipe1 Biasa 160 Pink;700000;;;;;
657;160;Hitam;Tipe1;Biasa;3;2019-10-09;2019-10-16;Tipe1 Biasa 160 Hitam;700000;;;;;
658;120;Pink;Tipe1;Biasa;3;2019-10-09;2019-10-16;Tipe1 Biasa 120 Pink;700000;;;;;
659;160;Pink;Tipe1;Biasa;3;2019-10-09;2019-10-16;Tipe1 Biasa 160 Pink;700000;;;;;
660;180;Merah;Tipe2;Laci;3;2019-10-09;2019-10-16;Tipe2 Laci 180 Merah;1400000;;;;;
661;140;Merah;Tipe4;Biasa;3;2019-10-09;2019-10-16;Tipe4 Biasa 140 Merah;1300000;;;;;
662;140;Hitam;Tipe3;Biasa;3;2019-10-09;2019-10-16;Tipe3 Biasa 140 Hitam;1200000;;;;;
663;160;Abu-Abu;Tipe1;Biasa;3;2019-10-09;2019-10-16;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
664;120;Abu-Abu;Tipe3;Biasa;3;2019-10-09;2019-10-16;Tipe3 Biasa 120 Abu-Abu;1200000;;;;;
665;160;Abu-Abu;Tipe1;Biasa;4;2019-10-11;2019-10-18;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
666;180;Hitam;Tipe4;Biasa;4;2019-10-11;2019-10-18;Tipe4 Biasa 180 Hitam;1300000;;;;;
667;160;Abu-Abu;Tipe3;Biasa;4;2019-10-11;2019-10-18;Tipe3 Biasa 160 Abu-Abu;1200000;;;;;
668;120;Merah;Tipe1;Biasa;4;2019-10-11;2019-10-18;Tipe1 Biasa 120 Merah;700000;;;;;
669;160;Pink;Tipe4;Biasa;4;2019-10-11;2019-10-18;Tipe4 Biasa 160 Pink;1300000;;;;;
670;120;Coklat;Tipe1;Biasa;4;2019-10-11;2019-10-18;Tipe1 Biasa 120 Coklat;700000;;;;;
671;180;Pink;Tipe4;Biasa;4;2019-10-11;2019-10-18;Tipe4 Biasa 180 Pink;1300000;;;;;
672;160;Abu-Abu;Tipe3;Laci;4;2019-10-13;2019-10-20;Tipe3 Laci 160 Abu-Abu;1500000;;;;;
673;140;Hitam;Tipe2;Biasa;4;2019-10-13;2019-10-20;Tipe2 Biasa 140 Hitam;1100000;;;;;
674;160;Hitam;Tipe2;Biasa;4;2019-10-13;2019-10-20;Tipe2 Biasa 160 Hitam;1100000;;;;;
675;140;Hitam;Tipe4;Biasa;4;2019-10-13;2019-10-20;Tipe4 Biasa 140 Hitam;1300000;;;;;
676;160;Coklat;Tipe1;Biasa;4;2019-10-13;2019-10-20;Tipe1 Biasa 160 Coklat;700000;;;;;
677;160;Coklat;Tipe2;Biasa;4;2019-10-13;2019-10-20;Tipe2 Biasa 160 Coklat;1100000;;;;;
678;160;Hitam;Tipe4;Laci;4;2019-10-13;2019-10-20;Tipe4 Laci 160 Hitam;1600000;;;;;
679;140;Coklat;Tipe1;Biasa;4;2019-10-13;2019-10-20;Tipe1 Biasa 140 Coklat;700000;;;;;
680;140;Hitam;Tipe4;Biasa;4;2019-10-13;2019-10-20;Tipe4 Biasa 140 Hitam;1300000;;;;;
681;120;Hitam;Tipe1;Laci;4;2019-10-13;2019-10-20;Tipe1 Laci 120 Hitam;1000000;;;;;
682;160;Coklat;Tipe4;Laci;4;2019-10-13;2019-10-20;Tipe4 Laci 160 Coklat;1600000;;;;;
683;160;Merah;Tipe1;Biasa;4;2019-10-13;2019-10-20;Tipe1 Biasa 160 Merah;700000;;;;;
684;120;Hitam;Tipe3;Biasa;4;2019-10-13;2019-10-20;Tipe3 Biasa 120 Hitam;1200000;;;;;
685;140;Abu-Abu;Tipe3;Biasa;4;2019-10-13;2019-10-20;Tipe3 Biasa 140 Abu-Abu;1200000;;;;;
686;160;Hitam;Tipe1;Laci;4;2019-10-13;2019-10-20;Tipe1 Laci 160 Hitam;1000000;;;;;
687;120;Coklat;Tipe2;Biasa;4;2019-10-13;2019-10-20;Tipe2 Biasa 120 Coklat;1100000;;;;;
688;160;Merah;Tipe3;Biasa;4;2019-10-13;2019-10-20;Tipe3 Biasa 160 Merah;1200000;;;;;
689;160;Merah;Tipe4;Biasa;3;2019-10-16;2019-10-23;Tipe4 Biasa 160 Merah;1300000;;;;;
690;180;Abu-Abu;Tipe2;Biasa;3;2019-10-16;2019-10-23;Tipe2 Biasa 180 Abu-Abu;1100000;;;;;
691;120;Hitam;Tipe1;Biasa;3;2019-10-16;2019-10-23;Tipe1 Biasa 120 Hitam;700000;;;;;
692;160;Hitam;Tipe1;Biasa;3;2019-10-16;2019-10-23;Tipe1 Biasa 160 Hitam;700000;;;;;
693;180;Coklat;Tipe1;Biasa;3;2019-10-16;2019-10-23;Tipe1 Biasa 180 Coklat;700000;;;;;
694;120;Merah;Tipe1;Biasa;3;2019-10-16;2019-10-23;Tipe1 Biasa 120 Merah;700000;;;;;
695;140;Abu-Abu;Tipe4;Biasa;3;2019-10-16;2019-10-23;Tipe4 Biasa 140 Abu-Abu;1300000;;;;;
696;120;Hitam;Tipe3;Biasa;2;2019-10-18;2019-10-25;Tipe3 Biasa 120 Hitam;1200000;;;;;
697;160;Abu-Abu;Tipe4;Biasa;2;2019-10-18;2019-10-25;Tipe4 Biasa 160 Abu-Abu;1300000;;;;;
698;180;Pink;Tipe1;Biasa;2;2019-10-18;2019-10-25;Tipe1 Biasa 180 Pink;700000;;;;;
699;160;Coklat;Tipe2;Biasa;2;2019-10-18;2019-10-25;Tipe2 Biasa 160 Coklat;1100000;;;;;
700;160;Hitam;Tipe3;Biasa;2;2019-10-18;2019-10-25;Tipe3 Biasa 160 Hitam;1200000;;;;;
701;160;Hitam;Tipe4;Biasa;6;2019-10-20;2019-10-27;Tipe4 Biasa 160 Hitam;1300000;;;;;
702;160;Hitam;Tipe4;Biasa;6;2019-10-20;2019-10-27;Tipe4 Biasa 160 Hitam;1300000;;;;;
703;160;Merah;Tipe1;Biasa;6;2019-10-20;2019-10-27;Tipe1 Biasa 160 Merah;700000;;;;;
704;180;Hitam;Tipe4;Biasa;6;2019-10-20;2019-10-27;Tipe4 Biasa 180 Hitam;1300000;;;;;
705;160;Abu-Abu;Tipe1;Biasa;6;2019-10-20;2019-10-27;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
706;140;Coklat;Tipe2;Biasa;6;2019-10-20;2019-10-27;Tipe2 Biasa 140 Coklat;1100000;;;;;
707;160;Hitam;Tipe2;Biasa;6;2019-10-20;2019-10-27;Tipe2 Biasa 160 Hitam;1100000;;;;;
708;120;Pink;Tipe1;Biasa;6;2019-10-20;2019-10-27;Tipe1 Biasa 120 Pink;700000;;;;;
709;120;Abu-Abu;Tipe2;Biasa;6;2019-10-20;2019-10-27;Tipe2 Biasa 120 Abu-Abu;1100000;;;;;
710;160;Coklat;Tipe2;Biasa;6;2019-10-20;2019-10-27;Tipe2 Biasa 160 Coklat;1100000;;;;;
711;160;Abu-Abu;Tipe1;Biasa;6;2019-10-20;2019-10-27;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
712;180;Pink;Tipe1;Biasa;6;2019-10-20;2019-10-27;Tipe1 Biasa 180 Pink;700000;;;;;
713;160;Abu-Abu;Tipe1;Biasa;6;2019-10-20;2019-10-27;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
714;160;Hitam;Tipe4;Biasa;3;2019-10-23;2019-10-30;Tipe4 Biasa 160 Hitam;1300000;;;;;
715;120;Hitam;Tipe1;Biasa;3;2019-10-23;2019-10-30;Tipe1 Biasa 120 Hitam;700000;;;;;
716;180;Hitam;Tipe3;Biasa;3;2019-10-23;2019-10-30;Tipe3 Biasa 180 Hitam;1200000;;;;;
717;160;Pink;Tipe3;Permata;3;2019-10-23;2019-10-30;Tipe3 Permata 160 Pink;1800000;;;;;
718;160;Hitam;Tipe2;Biasa;3;2019-10-23;2019-10-30;Tipe2 Biasa 160 Hitam;1100000;;;;;
719;160;Pink;Tipe1;Biasa;3;2019-10-23;2019-10-30;Tipe1 Biasa 160 Pink;700000;;;;;
720;120;Abu-Abu;Tipe1;Laci;3;2019-10-23;2019-10-30;Tipe1 Laci 120 Abu-Abu;1000000;;;;;
721;180;Hitam;Tipe2;Biasa;1;2019-10-25;2019-11-01;Tipe2 Biasa 180 Hitam;1100000;;;;;
722;160;Merah;Tipe1;Laci;1;2019-10-25;2019-11-01;Tipe1 Laci 160 Merah;1000000;;;;;
723;120;Pink;Tipe1;Biasa;1;2019-10-25;2019-11-01;Tipe1 Biasa 120 Pink;700000;;;;;
724;160;Pink;Tipe4;Biasa;1;2019-10-25;2019-11-01;Tipe4 Biasa 160 Pink;1300000;;;;;
725;160;Abu-Abu;Tipe4;Biasa;1;2019-10-25;2019-11-01;Tipe4 Biasa 160 Abu-Abu;1300000;;;;;
726;160;Hitam;Tipe1;Biasa;1;2019-10-25;2019-11-01;Tipe1 Biasa 160 Hitam;700000;;;;;
727;160;Hitam;Tipe2;Permata;4;2019-10-27;2019-11-03;Tipe2 Permata 160 Hitam;1700000;;;;;
728;180;Hitam;Tipe1;Biasa;4;2019-10-27;2019-11-03;Tipe1 Biasa 180 Hitam;700000;;;;;
729;120;Hitam;Tipe2;Biasa;4;2019-10-27;2019-11-03;Tipe2 Biasa 120 Hitam;1100000;;;;;
730;180;Hitam;Tipe3;Biasa;4;2019-10-27;2019-11-03;Tipe3 Biasa 180 Hitam;1200000;;;;;
731;140;Abu-Abu;Tipe2;Biasa;4;2019-10-27;2019-11-03;Tipe2 Biasa 140 Abu-Abu;1100000;;;;;
732;180;Merah;Tipe2;Biasa;4;2019-10-27;2019-11-03;Tipe2 Biasa 180 Merah;1100000;;;;;
733;160;Abu-Abu;Tipe4;Biasa;4;2019-10-27;2019-11-03;Tipe4 Biasa 160 Abu-Abu;1300000;;;;;
734;160;Coklat;Tipe1;Biasa;4;2019-10-27;2019-11-03;Tipe1 Biasa 160 Coklat;700000;;;;;
735;160;Hitam;Tipe1;Biasa;4;2019-10-27;2019-11-03;Tipe1 Biasa 160 Hitam;700000;;;;;
736;120;Coklat;Tipe2;Biasa;4;2019-10-27;2019-11-03;Tipe2 Biasa 120 Coklat;1100000;;;;;
737;140;Abu-Abu;Tipe4;Biasa;4;2019-10-27;2019-11-03;Tipe4 Biasa 140 Abu-Abu;1300000;;;;;
738;140;Hitam;Tipe1;Biasa;4;2019-10-27;2019-11-03;Tipe1 Biasa 140 Hitam;700000;;;;;
739;180;Coklat;Tipe1;Biasa;4;2019-10-27;2019-11-03;Tipe1 Biasa 180 Coklat;700000;;;;;
740;180;Abu-Abu;Tipe1;Biasa;4;2019-10-27;2019-11-03;Tipe1 Biasa 180 Abu-Abu;700000;;;;;
741;160;Hitam;Tipe1;Biasa;4;2019-10-27;2019-11-03;Tipe1 Biasa 160 Hitam;700000;;;;;
742;160;Merah;Tipe3;Laci;7;2019-10-30;2019-11-06;Tipe3 Laci 160 Merah;1500000;;;;;
743;160;Coklat;Tipe1;Biasa;7;2019-10-30;2019-11-06;Tipe1 Biasa 160 Coklat;700000;;;;;
744;180;Coklat;Tipe1;Biasa;7;2019-10-30;2019-11-06;Tipe1 Biasa 180 Coklat;700000;;;;;
745;160;Hitam;Tipe4;Biasa;7;2019-10-30;2019-11-06;Tipe4 Biasa 160 Hitam;1300000;;;;;
746;140;Hitam;Tipe2;Biasa;7;2019-10-30;2019-11-06;Tipe2 Biasa 140 Hitam;1100000;;;;;
747;160;Coklat;Tipe2;Biasa;7;2019-10-30;2019-11-06;Tipe2 Biasa 160 Coklat;1100000;;;;;
748;120;Hitam;Tipe1;Biasa;7;2019-10-30;2019-11-06;Tipe1 Biasa 120 Hitam;700000;;;;;
749;180;Hitam;Tipe3;Biasa;7;2019-10-30;2019-11-06;Tipe3 Biasa 180 Hitam;1200000;;;;;
750;160;Hitam;Tipe3;Biasa;7;2019-10-30;2019-11-06;Tipe3 Biasa 160 Hitam;1200000;;;;;
751;120;Pink;Tipe3;Biasa;7;2019-10-30;2019-11-06;Tipe3 Biasa 120 Pink;1200000;;;;;
752;160;Coklat;Tipe3;Biasa;7;2019-10-30;2019-11-06;Tipe3 Biasa 160 Coklat;1200000;;;;;
753;160;Merah;Tipe4;Biasa;1;2019-11-01;2019-11-08;Tipe4 Biasa 160 Merah;1300000;;;;;
754;180;Hitam;Tipe2;Biasa;1;2019-11-01;2019-11-08;Tipe2 Biasa 180 Hitam;1100000;;;;;
755;180;Hitam;Tipe4;Biasa;1;2019-11-01;2019-11-08;Tipe4 Biasa 180 Hitam;1300000;;;;;
756;140;Hitam;Tipe4;Biasa;1;2019-11-01;2019-11-08;Tipe4 Biasa 140 Hitam;1300000;;;;;
757;160;Merah;Tipe1;Laci;1;2019-11-01;2019-11-08;Tipe1 Laci 160 Merah;1000000;;;;;
758;180;Hitam;Tipe4;Biasa;1;2019-11-01;2019-11-08;Tipe4 Biasa 180 Hitam;1300000;;;;;
759;160;Merah;Tipe1;Biasa;2;2019-11-04;2019-11-11;Tipe1 Biasa 160 Merah;700000;;;;;
760;140;Abu-Abu;Tipe2;Biasa;2;2019-11-04;2019-11-11;Tipe2 Biasa 140 Abu-Abu;1100000;;;;;
761;160;Coklat;Tipe2;Biasa;2;2019-11-04;2019-11-11;Tipe2 Biasa 160 Coklat;1100000;;;;;
762;160;Coklat;Tipe1;Biasa;2;2019-11-04;2019-11-11;Tipe1 Biasa 160 Coklat;700000;;;;;
763;160;Hitam;Tipe3;Biasa;2;2019-11-04;2019-11-11;Tipe3 Biasa 160 Hitam;1200000;;;;;
764;120;Hitam;Tipe2;Biasa;2;2019-11-04;2019-11-11;Tipe2 Biasa 120 Hitam;1100000;;;;;
765;180;Hitam;Tipe2;Biasa;2;2019-11-04;2019-11-11;Tipe2 Biasa 180 Hitam;1100000;;;;;
766;160;Pink;Tipe1;Permata;2;2019-11-06;2019-11-13;Tipe1 Permata 160 Pink;1300000;;;;;
767;160;Hitam;Tipe4;Biasa;2;2019-11-06;2019-11-13;Tipe4 Biasa 160 Hitam;1300000;;;;;
768;160;Abu-Abu;Tipe1;Biasa;2;2019-11-06;2019-11-13;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
769;180;Merah;Tipe4;Laci;2;2019-11-06;2019-11-13;Tipe4 Laci 180 Merah;1600000;;;;;
770;180;Hitam;Tipe2;Biasa;2;2019-11-06;2019-11-13;Tipe2 Biasa 180 Hitam;1100000;;;;;
771;140;Merah;Tipe1;Laci;2;2019-11-06;2019-11-13;Tipe1 Laci 140 Merah;1000000;;;;;
772;160;Abu-Abu;Tipe1;Biasa;2;2019-11-06;2019-11-13;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
773;140;Abu-Abu;Tipe4;Biasa;2;2019-11-06;2019-11-13;Tipe4 Biasa 140 Abu-Abu;1300000;;;;;
774;160;Coklat;Tipe4;Biasa;2;2019-11-06;2019-11-13;Tipe4 Biasa 160 Coklat;1300000;;;;;
775;180;Hitam;Tipe1;Biasa;2;2019-11-06;2019-11-13;Tipe1 Biasa 180 Hitam;700000;;;;;
776;180;Coklat;Tipe1;Biasa;4;2019-11-08;2019-11-15;Tipe1 Biasa 180 Coklat;700000;;;;;
777;160;Coklat;Tipe4;Biasa;4;2019-11-08;2019-11-15;Tipe4 Biasa 160 Coklat;1300000;;;;;
778;140;Hitam;Tipe4;Biasa;4;2019-11-08;2019-11-15;Tipe4 Biasa 140 Hitam;1300000;;;;;
779;160;Hitam;Tipe1;Biasa;4;2019-11-08;2019-11-15;Tipe1 Biasa 160 Hitam;700000;;;;;
780;160;Coklat;Tipe1;Biasa;4;2019-11-08;2019-11-15;Tipe1 Biasa 160 Coklat;700000;;;;;
781;160;Merah;Tipe1;Biasa;4;2019-11-08;2019-11-15;Tipe1 Biasa 160 Merah;700000;;;;;
782;160;Hitam;Tipe3;Permata;4;2019-11-08;2019-11-15;Tipe3 Permata 160 Hitam;1800000;;;;;
783;120;Hitam;Tipe2;Laci;4;2019-11-08;2019-11-15;Tipe2 Laci 120 Hitam;1400000;;;;;
784;160;Hitam;Tipe2;Biasa;4;2019-11-08;2019-11-15;Tipe2 Biasa 160 Hitam;1100000;;;;;
785;180;Merah;Tipe1;Biasa;4;2019-11-08;2019-11-15;Tipe1 Biasa 180 Merah;700000;;;;;
786;180;Hitam;Tipe1;Biasa;5;2019-11-10;2019-11-17;Tipe1 Biasa 180 Hitam;700000;;;;;
787;180;Merah;Tipe2;Laci;5;2019-11-10;2019-11-17;Tipe2 Laci 180 Merah;1400000;;;;;
788;160;Abu-Abu;Tipe1;Laci;5;2019-11-10;2019-11-17;Tipe1 Laci 160 Abu-Abu;1000000;;;;;
789;120;Pink;Tipe1;Laci;5;2019-11-10;2019-11-17;Tipe1 Laci 120 Pink;1000000;;;;;
790;120;Hitam;Tipe3;Biasa;5;2019-11-10;2019-11-17;Tipe3 Biasa 120 Hitam;1200000;;;;;
791;160;Pink;Tipe3;Permata;5;2019-11-10;2019-11-17;Tipe3 Permata 160 Pink;1800000;;;;;
792;160;Abu-Abu;Tipe2;Biasa;5;2019-11-10;2019-11-17;Tipe2 Biasa 160 Abu-Abu;1100000;;;;;
793;140;Pink;Tipe3;Biasa;5;2019-11-10;2019-11-17;Tipe3 Biasa 140 Pink;1200000;;;;;
794;140;Abu-Abu;Tipe1;Biasa;5;2019-11-10;2019-11-17;Tipe1 Biasa 140 Abu-Abu;700000;;;;;
795;140;Pink;Tipe3;Biasa;5;2019-11-10;2019-11-17;Tipe3 Biasa 140 Pink;1200000;;;;;
796;120;Hitam;Tipe1;Biasa;5;2019-11-10;2019-11-17;Tipe1 Biasa 120 Hitam;700000;;;;;
797;160;Coklat;Tipe2;Biasa;5;2019-11-10;2019-11-17;Tipe2 Biasa 160 Coklat;1100000;;;;;
798;120;Coklat;Tipe3;Biasa;5;2019-11-10;2019-11-17;Tipe3 Biasa 120 Coklat;1200000;;;;;
799;160;Merah;Tipe2;Laci;6;2019-11-13;2019-11-20;Tipe2 Laci 160 Merah;1400000;;;;;
800;180;Abu-Abu;Tipe1;Biasa;6;2019-11-13;2019-11-20;Tipe1 Biasa 180 Abu-Abu;700000;;;;;
801;120;Abu-Abu;Tipe2;Laci;6;2019-11-13;2019-11-20;Tipe2 Laci 120 Abu-Abu;1400000;;;;;
802;160;Coklat;Tipe3;Biasa;6;2019-11-13;2019-11-20;Tipe3 Biasa 160 Coklat;1200000;;;;;
803;120;Abu-Abu;Tipe1;Biasa;6;2019-11-13;2019-11-20;Tipe1 Biasa 120 Abu-Abu;700000;;;;;
804;160;Coklat;Tipe2;Laci;6;2019-11-13;2019-11-20;Tipe2 Laci 160 Coklat;1400000;;;;;
805;160;Hitam;Tipe4;Biasa;6;2019-11-13;2019-11-20;Tipe4 Biasa 160 Hitam;1300000;;;;;
806;160;Pink;Tipe1;Permata;6;2019-11-13;2019-11-20;Tipe1 Permata 160 Pink;1300000;;;;;
807;120;Pink;Tipe4;Biasa;6;2019-11-13;2019-11-20;Tipe4 Biasa 120 Pink;1300000;;;;;
808;160;Pink;Tipe3;Laci;6;2019-11-13;2019-11-20;Tipe3 Laci 160 Pink;1500000;;;;;
809;160;Pink;Tipe4;Laci;6;2019-11-13;2019-11-20;Tipe4 Laci 160 Pink;1600000;;;;;
810;160;Hitam;Tipe2;Biasa;6;2019-11-13;2019-11-20;Tipe2 Biasa 160 Hitam;1100000;;;;;
811;160;Pink;Tipe1;Biasa;6;2019-11-13;2019-11-20;Tipe1 Biasa 160 Pink;700000;;;;;
812;160;Abu-Abu;Tipe3;Biasa;1;2019-11-15;2019-11-22;Tipe3 Biasa 160 Abu-Abu;1200000;;;;;
813;140;Abu-Abu;Tipe4;Biasa;1;2019-11-15;2019-11-22;Tipe4 Biasa 140 Abu-Abu;1300000;;;;;
814;180;Pink;Tipe1;Biasa;1;2019-11-15;2019-11-22;Tipe1 Biasa 180 Pink;700000;;;;;
815;160;Abu-Abu;Tipe2;Biasa;1;2019-11-15;2019-11-22;Tipe2 Biasa 160 Abu-Abu;1100000;;;;;
816;160;Abu-Abu;Tipe1;Biasa;1;2019-11-15;2019-11-22;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
