order_id;order_date;order_detail/information;order_status;order_deadline
775;11/04/2021;Tipe2 Biasa 140 Hitam;;
776;11/04/2021;Tipe2 Biasa 160 Merah;;
777;11/04/2021;Tipe3 Biasa 160 Hitam;;
778;11/04/2021;Tipe1 Biasa 120 Hitam;;
779;11/04/2021;Tipe4 Biasa 160 Abu-Abu;;
780;11/04/2021;Tipe1 Biasa 140 Coklat;;
781;11/04/2021;Tipe2 Biasa 120 Abu-Abu;;
782;11/04/2021;Tipe2 Biasa 160 Hitam;;
783;13/04/2021;Tipe3 Biasa 140 Hitam;;
784;13/04/2021;Tipe3 Biasa 160 Hitam;;
785;13/04/2021;Tipe3 Biasa 180 Hitam;;
786;13/04/2021;Tipe3 Biasa 140 Merah;;
787;13/04/2021;Tipe3 Biasa 160 Pink;;
788;13/04/2021;Tipe4 Biasa 140 Coklat;;
789;13/04/2021;Tipe4 Biasa 160 Hitam;;
790;13/04/2021;Tipe4 Biasa 160 Hitam;;
791;13/04/2021;Tipe4 Biasa 160 Merah;;
792;13/04/2021;Tipe4 Biasa 160 Hitam;;
793;13/04/2021;Tipe2 Laci 160 Pink;;
794;15/04/2021;Tipe1 Biasa 160 Abu-Abu;;
795;15/04/2021;Tipe1 Biasa 140 Coklat;;
796;15/04/2021;Tipe1 Biasa 160 Hitam;;
797;15/04/2021;Tipe2 Biasa 160 Coklat;;
798;15/04/2021;Tipe3 Biasa 140 Abu-Abu;;
799;15/04/2021;Tipe3 Biasa 140 Abu-Abu;;
800;15/04/2021;Tipe3 Biasa 160 Abu-Abu;;
801;15/04/2021;Tipe3 Biasa 140 Hitam;;
802;15/04/2021;Tipe3 Biasa 160 Pink;;
803;15/04/2021;Tipe4 Biasa 180 Abu-Abu;;
804;15/04/2021;Tipe4 Biasa 160 Hitam;;
805;15/04/2021;Tipe2 Laci 160 Coklat;;
806;15/04/2021;Tipe1 Biasa 160 Coklat;;
807;15/04/2021;Tipe1 Biasa 180 Hitam;;
808;15/04/2021;Tipe2 Biasa 160 Coklat;;
809;18/04/2021;Tipe2 Biasa 120 Hitam;;
810;18/04/2021;Tipe2 Biasa 140 Hitam;;
811;18/04/2021;Tipe2 Biasa 140 Hitam;;
812;18/04/2021;Tipe3 Biasa 140 Coklat;;
813;18/04/2021;Tipe1 Laci 120 Merah;;
814;18/04/2021;Tipe2 Laci 160 Coklat;;
815;18/04/2021;Tipe1 Permata 160 Abu-Abu;;
816;18/04/2021;Tipe3 Permata 160 Hitam;;
817;20/04/2021;Tipe4 Permata 180 Hitam;;
818;20/04/2021;Tipe2 Biasa 180 Coklat;;
819;20/04/2021;Tipe2 Biasa 140 Hitam;;
820;20/04/2021;Tipe1 Biasa 160 Hitam;;
821;20/04/2021;Tipe2 Biasa 140 Abu-Abu;;
822;20/04/2021;Tipe2 Biasa 160 Hitam;;
823;20/04/2021;Tipe4 Biasa 120 Abu-Abu;;
824;20/04/2021;Tipe2 Laci 120 Coklat;;
825;20/04/2021;Tipe2 Laci 160 Coklat;;
826;20/04/2021;Tipe3 Laci 160 Abu-Abu;;
827;20/04/2021;Tipe1 Permata 160 Abu-Abu;;
828;20/04/2021;Tipe1 Permata 140 Pink;;
829;20/04/2021;Tipe2 Permata 160 Hitam;;
830;22/04/2021;Tipe3 Permata 120 Hitam;;
831;22/04/2021;Tipe4 Permata 140 Merah;;
832;22/04/2021;Tipe2 Biasa 180 Hitam;;
833;22/04/2021;Tipe2 Biasa 140 Pink;;
834;22/04/2021;Tipe1 Biasa 160 Pink;;
835;22/04/2021;Tipe2 Laci 160 Hitam;;
836;22/04/2021;Tipe1 Biasa 160 Coklat;;
837;22/04/2021;Tipe2 Biasa 180 Hitam;;
838;22/04/2021;Tipe3 Biasa 160 Abu-Abu;;
839;22/04/2021;Tipe3 Biasa 140 Coklat;;
840;22/04/2021;Tipe3 Biasa 180 Coklat;;
841;22/04/2021;Tipe3 Biasa 160 Hitam;;
842;22/04/2021;Tipe3 Biasa 160 Pink;;
843;22/04/2021;Tipe2 Laci 140 Coklat;;
844;22/04/2021;Tipe3 Laci 180 Abu-Abu;;
845;25/04/2021;Tipe2 Permata 160 Abu-Abu;;
846;25/04/2021;Tipe3 Permata 180 Abu-Abu;;
847;25/04/2021;Tipe3 Permata 180 Merah;;
848;25/04/2021;Tipe2 Biasa 180 Abu-Abu;;
849;25/04/2021;Tipe3 Biasa 180 Hitam;;
850;25/04/2021;Tipe1 Biasa 140 Abu-Abu;;
851;25/04/2021;Tipe1 Biasa 160 Coklat;;
852;25/04/2021;Tipe1 Biasa 160 Hitam;;
853;27/04/2021;Tipe3 Biasa 160 Abu-Abu;;
854;27/04/2021;Tipe3 Biasa 160 Coklat;;
855;27/04/2021;Tipe3 Biasa 120 Hitam;;
856;27/04/2021;Tipe3 Biasa 120 Hitam;;
857;27/04/2021;Tipe3 Biasa 160 Pink;;
858;27/04/2021;Tipe4 Biasa 160 Hitam;;
859;27/04/2021;Tipe2 Laci 160 Hitam;;
860;27/04/2021;Tipe3 Laci 160 Hitam;;
861;27/04/2021;Tipe3 Permata 120 Coklat;;
862;29/04/2021;Tipe1 Biasa 160 Abu-Abu;;
863;29/04/2021;Tipe1 Biasa 160 Coklat;;
864;29/04/2021;Tipe1 Biasa 160 Hitam;;
865;29/04/2021;Tipe2 Biasa 140 Coklat;;
866;29/04/2021;Tipe2 Biasa 160 Coklat;;
867;29/04/2021;Tipe2 Biasa 180 Coklat;;
868;29/04/2021;Tipe3 Biasa 140 Abu-Abu;;
869;29/04/2021;Tipe3 Biasa 140 Abu-Abu;;
870;29/04/2021;Tipe3 Biasa 140 Hitam;;
871;29/04/2021;Tipe3 Biasa 140 Hitam;;
872;29/04/2021;Tipe3 Biasa 160 Hitam;;
873;29/04/2021;Tipe4 Biasa 160 Merah;;
874;29/04/2021;Tipe3 Biasa 160 Hitam;;
875;29/04/2021;Tipe4 Biasa 140 Hitam;;
876;29/04/2021;Tipe1 Biasa 180 Abu-Abu;;
877;29/04/2021;Tipe1 Biasa 120 Hitam;;
878;29/04/2021;Tipe1 Biasa 180 Pink;;
879;29/04/2021;Tipe2 Biasa 160 Abu-Abu;;
880;29/04/2021;Tipe2 Biasa 160 Hitam;;
881;02/05/2021;Tipe2 Biasa 180 Pink;;
882;02/05/2021;Tipe3 Biasa 180 Coklat;;
883;02/05/2021;Tipe3 Biasa 160 Hitam;;
884;02/05/2021;Tipe4 Biasa 160 Hitam;;
885;02/05/2021;Tipe3 Laci 160 Hitam;;
886;04/05/2021;Tipe2 Permata 140 Hitam;;
887;04/05/2021;Tipe4 Permata 140 Abu-Abu;;
888;04/05/2021;Tipe1 Biasa 160 Hitam;;
889;04/05/2021;Tipe2 Biasa 160 Abu-Abu;;
890;04/05/2021;Tipe1 Biasa 140 Abu-Abu;;
891;04/05/2021;Tipe4 Biasa 180 Hitam;;
892;04/05/2021;Tipe1 Biasa 180 Abu-Abu;;
893;04/05/2021;Tipe1 Biasa 180 Hitam;;
894;04/05/2021;Tipe2 Biasa 120 Abu-Abu;;
895;04/05/2021;Tipe2 Biasa 140 Abu-Abu;;
896;04/05/2021;Tipe2 Biasa 160 Hitam;;
897;06/05/2021;Tipe3 Biasa 160 Pink;;
898;06/05/2021;Tipe4 Biasa 180 Abu-Abu;;
899;06/05/2021;Tipe4 Laci 160 Hitam;;
900;06/05/2021;Tipe1 Permata 180 Abu-Abu;;
901;06/05/2021;Tipe2 Permata 120 Abu-Abu;;
902;06/05/2021;Tipe2 Permata 140 Hitam;;
903;06/05/2021;Tipe4 Permata 140 Abu-Abu;;
904;06/05/2021;Tipe3 Laci 160 Hitam;;
905;06/05/2021;Tipe3 Laci 180 Hitam;;
906;06/05/2021;Tipe1 Biasa 120 Pink;;
907;06/05/2021;Tipe2 Biasa 160 Hitam;;
908;06/05/2021;Tipe2 Biasa 180 Hitam;;
909;09/05/2021;Tipe3 Biasa 120 Abu-Abu;;
910;09/05/2021;Tipe3 Biasa 140 Abu-Abu;;
911;09/05/2021;Tipe3 Biasa 160 Abu-Abu;;
912;09/05/2021;Tipe3 Biasa 180 Abu-Abu;;
913;09/05/2021;Tipe3 Biasa 160 Coklat;;
914;09/05/2021;Tipe3 Biasa 180 Hitam;;
915;09/05/2021;Tipe3 Biasa 160 Pink;;
916;11/05/2021;Tipe4 Biasa 140 Hitam;;
917;11/05/2021;Tipe4 Permata 120 Hitam;;
918;11/05/2021;Tipe1 Biasa 120 Hitam;;
919;11/05/2021;Tipe1 Biasa 120 Hitam;;
920;13/05/2021;Tipe1 Biasa 180 Merah;;
921;13/05/2021;Tipe1 Biasa 160 Pink;;
922;13/05/2021;Tipe1 Biasa 180 Pink;;
923;13/05/2021;Tipe2 Biasa 160 Hitam;;
924;13/05/2021;Tipe3 Biasa 140 Abu-Abu;;
925;13/05/2021;Tipe3 Biasa 160 Coklat;;
926;13/05/2021;Tipe3 Biasa 160 Coklat;;
927;13/05/2021;Tipe4 Biasa 160 Hitam;;
928;13/05/2021;Tipe4 Laci 140 Coklat;;
929;13/05/2021;Tipe3 Permata 160 Coklat;;
930;13/05/2021;Tipe1 Biasa 140 Abu-Abu;;
931;13/05/2021;Tipe1 Biasa 160 Abu-Abu;;
932;13/05/2021;Tipe2 Biasa 120 Abu-Abu;;
933;16/05/2021;Tipe2 Biasa 160 Abu-Abu;;
934;16/05/2021;Tipe2 Biasa 160 Abu-Abu;;
935;16/05/2021;Tipe3 Biasa 180 Abu-Abu;;
936;16/05/2021;Tipe3 Biasa 140 Coklat;;
937;16/05/2021;Tipe3 Biasa 160 Hitam;;
938;16/05/2021;Tipe3 Biasa 180 Hitam;;
939;16/05/2021;Tipe4 Biasa 140 Abu-Abu;;
940;16/05/2021;Tipe3 Laci 160 Merah;;
941;16/05/2021;Tipe2 Biasa 120 Hitam;;
942;16/05/2021;Tipe3 Biasa 160 Abu-Abu;;
943;16/05/2021;Tipe1 Biasa 180 Hitam;;
944;16/05/2021;Tipe2 Biasa 160 Hitam;;
945;16/05/2021;Tipe2 Biasa 160 Pink;;
946;16/05/2021;Tipe1 Biasa 160 Hitam;;
947;19/05/2021;Tipe2 Biasa 160 Coklat;;
948;19/05/2021;Tipe1 Biasa 120 Coklat;;
949;19/05/2021;Tipe2 Biasa 180 Coklat;;
950;19/05/2021;Tipe2 Biasa 180 Hitam;;
951;19/05/2021;Tipe3 Biasa 180 Abu-Abu;;
952;19/05/2021;Tipe3 Biasa 160 Coklat;;
953;19/05/2021;Tipe3 Biasa 160 Coklat;;
954;19/05/2021;Tipe3 Biasa 160 Pink;;
955;19/05/2021;Tipe4 Biasa 160 Hitam;;
956;19/05/2021;Tipe4 Biasa 180 Merah;;
957;19/05/2021;Tipe3 Laci 160 Hitam;;
958;19/05/2021;Tipe2 Permata 120 Hitam;;
959;19/05/2021;Tipe4 Biasa 160 Hitam;;
960;19/05/2021;Tipe2 Biasa 160 Coklat;;
961;21/05/2021;Tipe2 Biasa 120 Hitam;;
962;21/05/2021;Tipe3 Biasa 160 Abu-Abu;;
963;21/05/2021;Tipe3 Biasa 180 Abu-Abu;;
964;21/05/2021;Tipe3 Biasa 180 Hitam;;
965;21/05/2021;Tipe3 Biasa 180 Hitam;;
966;21/05/2021;Tipe4 Biasa 160 Coklat;;
967;21/05/2021;Tipe4 Biasa 140 Hitam;;
968;21/05/2021;Tipe1 Permata 180 Abu-Abu;;
969;21/05/2021;Tipe1 Permata 180 Hitam;;
970;21/05/2021;Tipe4 Permata 160 Abu-Abu;;
971;23/05/2021;Tipe3 Biasa 160 Coklat;;
972;23/05/2021;Tipe1 Biasa 180 Abu-Abu;;
973;23/05/2021;Tipe1 Biasa 160 Coklat;;
974;23/05/2021;Tipe2 Biasa 160 Coklat;;
975;23/05/2021;Tipe2 Biasa 160 Pink;;
976;23/05/2021;Tipe3 Biasa 140 Coklat;;
977;23/05/2021;Tipe3 Biasa 140 Hitam;;
978;23/05/2021;Tipe4 Biasa 160 Abu-Abu;;
979;23/05/2021;Tipe4 Biasa 140 Hitam;;
980;23/05/2021;Tipe4 Biasa 160 Hitam;;
981;25/05/2021;Tipe2 Laci 160 Hitam;;
982;25/05/2021;Tipe3 Laci 160 Hitam;;
983;25/05/2021;Tipe2 Biasa 160 Hitam;;
984;25/05/2021;Tipe3 Biasa 180 Coklat;;
985;25/05/2021;Tipe4 Biasa 120 Pink;;
986;25/05/2021;Tipe3 Laci 160 Coklat;;
987;25/05/2021;Tipe1 Biasa 140 Hitam;;
988;25/05/2021;Tipe2 Biasa 140 Abu-Abu;;
989;27/05/2021;Tipe3 Biasa 160 Coklat;;
990;27/05/2021;Tipe2 Biasa 140 Hitam;;
991;27/05/2021;Tipe1 Biasa 160 Hitam;;
992;27/05/2021;Tipe3 Biasa 140 Hitam;;
993;27/05/2021;Tipe1 Biasa 160 Coklat;;
994;27/05/2021;Tipe1 Biasa 140 Hitam;;
995;27/05/2021;Tipe1 Biasa 180 Hitam;;
996;27/05/2021;Tipe3 Biasa 180 Hitam;;
997;27/05/2021;Tipe2 Biasa 160 Abu-Abu;;
998;27/05/2021;Tipe2 Biasa 140 Hitam;;
999;27/05/2021;Tipe2 Biasa 160 Hitam;;
1000;27/05/2021;Tipe3 Permata 180 Hitam;;
